bill_id,state,bill_number,title,date of introduction,chamber of origin,final status,date of final,text
1347754,CA,SB1293,California Infrastructure and Economic Development Bank: Sea Level Rise Revolving Loan Program.,2020-02-21,S,From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS.,2020-03-30,https://legiscan.com/CA/text/SB1293/id/2176157
1345576,CA,AB2619,"Coastal resources: Program for Coastal Resilience, Adaptation, and Access.",2020-02-20,A,In committee: Held under submission.,2020-06-03,https://legiscan.com/CA/text/AB2619/id/2144613
967368,CA,AB1292,Electrical corporations: computation of average residential consumption of electricity and the baseline quantity for electricity usage.,2017-02-17,A,Last day to consider Governor's veto pursuant to Joint Rule 58.5.,2018-08-15,https://legiscan.com/CA/text/AB1292/id/1788981
1592576,CA,AB2287,California Ocean Resources Stewardship Act of 2000.,2022-02-16,A,From committee: Do pass and re-refer to Com. on NAT. RES. with recommendation: To Consent Calendar. (Ayes 13. Noes 0.) (April 5). Re-referred to Com. on NAT. RES.,2022-04-05,https://legiscan.com/CA/text/AB2287/id/2559801
1214298,CA,SB526,Regional transportation plans: greenhouse gas emissions: State Mobility Action Plan for Healthy Communities.,2019-02-21,S,Returned to Secretary of Senate pursuant to Joint Rule 56.,2020-02-03,https://legiscan.com/CA/text/SB526/id/2007016
967468,CA,AB1301,Joint Legislative Committee on Climate Change Policies.,2017-02-17,A,From committee: Without further action pursuant to Joint Rule 62(a).,2017-06-05,https://legiscan.com/CA/text/AB1301/id/1570722
967154,CA,AB1530,Urban forestry.,2017-02-17,A,"Chaptered by Secretary of State - Chapter 720, Statutes of 2017.",2017-10-12,https://legiscan.com/CA/text/AB1530/id/1652763
1453519,CA,SB456,Fire prevention: wildfire and forest resilience: action plan: reports.,2021-02-16,S,"Chaptered by Secretary of State. Chapter 387, Statutes of 2021.",2021-09-28,https://legiscan.com/CA/text/SB456/id/2434857
1170303,CA,AB254,Warewashing machines: water reuse.,2019-01-23,A,"In committee: Set, second hearing. Hearing canceled at the request of author.",2019-07-09,https://legiscan.com/CA/text/AB254/id/2007027
1594709,CA,AB2878,Forest Biomass Waste Utilization Program.,2022-02-18,A,Re-referred to Com. on NAT. RES.,2022-03-28,https://legiscan.com/CA/text/AB2878/id/2556865
1214059,CA,AB1156,Methane: dairy and livestock: pilot financial mechanism: Environmental Credit Insurance Program.,2019-02-21,A,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,2020-02-03,https://legiscan.com/CA/text/AB1156/id/2007020
1456954,CA,SB559,Department of Water Resources: water conveyance systems: Water Conveyance Restoration Fund.,2021-02-18,S,Ordered to inactive file on request of Assembly Member Gray.,2021-09-08,https://legiscan.com/CA/text/SB559/id/2430210
967049,CA,AB1184,City and County of San Francisco: local tax: transportation network companies: autonomous vehicles.,2017-02-17,A,"Chaptered by Secretary of State - Chapter 644, Statutes of 2018.",2018-09-21,https://legiscan.com/CA/text/AB1184/id/1820709
1131947,CA,SB49,Energy: appliance standards and State Water Project assessment.,2018-12-03,S,"Chaptered by Secretary of State. Chapter 697, Statutes of 2019.",2019-10-09,https://legiscan.com/CA/text/SB49/id/2056715
1454944,CA,AB943,California Global Warming Solutions Act of 2006: Greenhouse Gas Reduction Fund: competitive grant programs: funding objectives.,2021-02-17,A,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,2022-02-01,https://legiscan.com/CA/text/AB943/id/2473908
1456881,CA,AB1183,California Desert Conservation Program.,2021-02-18,A,"Chaptered by Secretary of State - Chapter 380, Statutes of 2021.",2021-09-28,https://legiscan.com/CA/text/AB1183/id/2434839
1295835,CA,ACR143,Climate crisis.,2020-01-06,A,In committee: Hearing postponed by committee.,2020-03-16,https://legiscan.com/CA/text/ACR143/id/2084364
1592513,CA,SB1036,California Conservation Corps: California Ocean Corps Program.,2022-02-15,S,April 4 hearing: Placed on APPR suspense file.,2022-04-04,https://legiscan.com/CA/text/SB1036/id/2555665
69512,CA,AB1873,Property Assessed Clean Energy (PACE) bonds.,2010-02-16,,"Chaptered by Secretary of State - Chapter 583, Statutes of 2010.",2010-09-30,https://legiscan.com/CA/text/AB1873/id/60934
853231,CA,AB2653,Greenhouse Gas Reduction Fund: report.,2016-02-19,A,From Senate committee without further action.,2016-11-30,https://legiscan.com/CA/text/AB2653/id/1424471
1385591,CA,AB72,Environmental protection: coastal adaptation projects: natural infrastructure: regulatory review and permitting: report.,2020-12-07,A,"Chaptered by Secretary of State - Chapter 369, Statutes of 2021.",2021-09-28,https://legiscan.com/CA/text/AB72/id/2434831
1194138,CA,SB216,Carl Moyer Memorial Air Quality Standards Attainment Program: used heavy-duty truck exchange.,2019-02-06,S,August 30 hearing: Held in committee and under submission.,2019-08-30,https://legiscan.com/CA/text/SB216/id/2046058
1594409,CA,AB2578,"State Energy Resources Conservation and Development Commission: integrated energy policy report: carbon capture, utilization, and sequestration.",2022-02-18,A,From committee: Do pass and re-refer to Com. on NAT. RES. with recommendation: To Consent Calendar. (Ayes 12. Noes 0.) (April 6). Re-referred to Com. on NAT. RES.,2022-04-07,https://legiscan.com/CA/text/AB2578/id/2551745
1060865,CA,AJR29,Oil and gas: offshore drilling: operations: leases.,2018-01-16,A,"Chaptered by Secretary of State - Res. Chapter 19, Statutes of 2018.",2018-03-07,https://legiscan.com/CA/text/AJR29/id/1754418
1458791,CA,AB1239,Electricity: demand response resources and programs.,2021-02-19,A,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,2022-02-01,https://legiscan.com/CA/text/AB1239/id/2350834
1216027,CA,SB667,Greenhouse gases: recycling and organic waste reduction: needs assessment.,2019-02-22,S,Ordered to inactive file on request of Assembly Member Calderon.,2020-08-26,https://legiscan.com/CA/text/SB667/id/2205867
1347237,CA,AB2894,General plans: early childhood education facilities.,2020-02-21,A,Referred to Coms. on L. GOV. and ED.,2020-03-05,https://legiscan.com/CA/text/AB2894/id/2146869
1455003,CA,SB499,General plan: land use element: uses adversely impacting health outcomes.,2021-02-17,S,Returned to Secretary of Senate pursuant to Joint Rule 56.,2022-02-01,https://legiscan.com/CA/text/SB499/id/2297642
1592812,CA,SB1117,State Public Defender: grants.,2022-02-16,S,Set for hearing April 19.,2022-03-24,https://legiscan.com/CA/text/SB1117/id/2537034
1592676,CA,AB2360,Emergency response advisory working group.,2022-02-16,A,"From committee chair, with author's amendments: Amend, and re-refer to Com. on HEALTH. Read second time and amended.",2022-04-07,https://legiscan.com/CA/text/AB2360/id/2566775
625567,CA,SB1415,Bay Area Air Quality Management District: advisory council.,2014-02-21,S,"Chaptered by Secretary of State. Chapter 696, Statutes of 2014.",2014-09-27,https://legiscan.com/CA/text/SB1415/id/1046976
514160,CA,SB596,Pupil health: multitiered and integrated interventions pilot program.,2013-02-22,S,In Assembly. Read first time. Held at Desk.,2014-01-28,https://legiscan.com/CA/text/SB596/id/938637
1215609,CA,SB739,Elections: vote by mail ballots and false or misleading information.,2019-02-22,S,"Chaptered by Secretary of State. Chapter 109, Statutes of 2020.",2020-09-18,https://legiscan.com/CA/text/SB739/id/2209158
1459163,CA,SB674,Public Contracts: workforce development: covered public contracts.,2021-02-19,S,Ordered to inactive file on request of Assembly Member Chau.,2021-09-09,https://legiscan.com/CA/text/SB674/id/2430253
1458841,CA,AB1289,Smart Climate Agriculture Program: plant-based agriculture.,2021-02-19,A,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,2022-02-01,https://legiscan.com/CA/text/AB1289/id/2360921
1387692,CA,SB83,Sea Level Rise Revolving Loan Program.,2020-12-15,S,Veto sustained.,2022-01-27,https://legiscan.com/CA/text/SB83/id/2432697
674535,CA,AB142,Wild and scenic rivers: Mokelumne River.,2015-01-12,A,"Chaptered by Secretary of State - Chapter 661, Statutes of 2015.",2015-10-09,https://legiscan.com/CA/text/AB142/id/1265312
437699,CA,AB26,Construction: prevailing wage.,2012-12-03,A,"Chaptered by Secretary of State - Chapter 864, Statutes of 2014.",2014-09-30,https://legiscan.com/CA/text/AB26/id/1047257
853543,CA,SB1363,Ocean Protection Council: Ocean Acidification and,2016-02-19,S,"Chaptered by Secretary of State. Chapter 846, Statutes of 2016.",2016-09-29,https://legiscan.com/CA/text/SB1363/id/1431373
1094058,CA,AJR33,Treaty on the Prohibition of Nuclear Weapons.,2018-02-20,A,"Chaptered by Secretary of State - Res. Chapter 196, Statutes of 2018.",2018-09-05,https://legiscan.com/CA/text/AJR33/id/1818957
1456797,CA,AB1099,Environmental equity: principles: bond and fund expenditures.,2021-02-18,A,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,2022-02-01,https://legiscan.com/CA/text/AB1099/id/2348940
1594768,CA,AB2937,Electrical corporations: financing orders: wildfire mitigation and climate adaptation costs and expenses.,2022-02-18,A,"From committee chair, with author's amendments: Amend, and re-refer to Com. on U. & E. Read second time and amended.",2022-04-07,https://legiscan.com/CA/text/AB2937/id/2566812
581702,CA,AB1471,"Water Quality, Supply, and Infrastructure Improvement",2014-01-09,A,"Chaptered by Secretary of State - Chapter 188, Statutes of 2014.",2014-08-13,https://legiscan.com/CA/text/AB1471/id/1042268
963165,CA,AB699,Educational equity: immigration and citizenship status.,2017-02-15,A,"Chaptered by Secretary of State - Chapter 493, Statutes of 2017.",2017-10-05,https://legiscan.com/CA/text/AB699/id/1651845
853209,CA,SB1350,Agricultural lands: greenhouse gases: Healthy Soils,2016-02-19,S,From committee without further action.,2016-11-30,https://legiscan.com/CA/text/SB1350/id/1403305
1254322,CA,ACR78,Public utilities: Pacific Gas and Electric Company: bankruptcy.,2019-04-24,A,"Chaptered by Secretary of State - Res. Chapter 144, Statutes of 2019.",2019-09-09,https://legiscan.com/CA/text/ACR78/id/2052382
1459113,CA,ACR33,Wildfire mitigation.,2021-02-19,A,"Chaptered by Secretary of State - Res. Chapter 111, Statutes of 2021.",2021-09-07,https://legiscan.com/CA/text/ACR33/id/2432096
406989,CA,SB1409,Office of Planning and Research: energy security.,2012-02-24,,"Chaptered by Secretary of State. Chapter 617, Statutes of 2012.",2012-09-27,https://legiscan.com/CA/text/SB1409/id/664991
1001799,CA,AJR9,The March for Science.,2017-03-30,A,"Chaptered by Secretary of State - Res. Chapter 162, Statutes of 2017.",2017-09-19,https://legiscan.com/CA/text/AJR9/id/1649754
1214021,CA,SB487,Department of Water Resources: aerial snow survey.,2019-02-21,S,Veto sustained.,2020-01-13,https://legiscan.com/CA/text/SB487/id/2052677
1592563,CA,SB1078,Sea Level Rise Revolving Loan Pilot Program.,2022-02-15,S,April 4 hearing: Placed on APPR suspense file.,2022-04-04,https://legiscan.com/CA/text/SB1078/id/2555634
739612,CA,AB1030,California Global Warming Solutions Act of 2006:,2015-02-26,A,From Senate committee without further action.,2016-11-30,https://legiscan.com/CA/text/AB1030/id/1254487
967128,CA,SB711,Electrical corporations and gas corporations: rates and charges.,2017-02-17,S,"Chaptered by Secretary of State. Chapter 467, Statutes of 2017.",2017-10-03,https://legiscan.com/CA/text/SB711/id/1651607
1214312,CA,AB1111,Outdoor recreation: Office of Outdoor Recreation: California Outdoor Recreation Account.,2019-02-21,A,In committee: Held under submission.,2019-08-30,https://legiscan.com/CA/text/AB1111/id/2048516
623686,CA,AB1961,Land use: planning: sustainable farmland strategy.,2014-02-19,A,"In committee: Set, second hearing. Held under submission.",2014-05-23,https://legiscan.com/CA/text/AB1961/id/1013665
967140,CA,SB780,Water Conservation in Landscaping Act.,2017-02-17,S,Returned to Secretary of Senate pursuant to Joint Rule 56.,2018-02-01,https://legiscan.com/CA/text/SB780/id/1585295
62503,CA,SB488,Energy: energy usage information.,2009-02-26,,"Chaptered by Secretary of State. Chapter 352, Statutes of 2009.",2009-10-11,https://legiscan.com/CA/text/SB488/id/63727
739824,CA,SB527,Education finance: Safe Neighborhoods and Schools Fund:,2015-02-26,S,"Chaptered by Secretary of State. Chapter 533, Statutes of 2016.",2016-09-23,https://legiscan.com/CA/text/SB527/id/1430478
403004,CA,SB1139,Greenhouse gas: carbon capture and storage.,2012-02-21,,"Set, first hearing. Referred to APPR. suspense file. Set, first hearing. Held in committee and under submission.",2012-08-16,https://legiscan.com/CA/text/SB1139/id/660522
1215718,CA,AB1350,Retroactive grant of high school diplomas: COVID-19 crisis.,2019-02-22,A,"Chaptered by Secretary of State - Chapter 66, Statutes of 2020.",2020-09-11,https://legiscan.com/CA/text/AB1350/id/2208292
279147,CA,AB752,Tidelands and submerged lands: sea level action plan.,2011-02-17,,"In committee: Set, second hearing. Hearing canceled at the request of author.",2012-06-21,https://legiscan.com/CA/text/AB752/id/318188
724581,CA,AB300,Safe Water and Wildlife Protection Act of 2016.,2015-02-12,A,From Senate committee without further action.,2016-11-30,https://legiscan.com/CA/text/AB300/id/1259004
407158,CA,SB1572,California Global Warming Solutions Act of 2006: AB 32,2012-02-24,,Read second time and amended. Ordered to second reading. Assembly Rule 63 suspended. (Page 6750.),2012-08-31,https://legiscan.com/CA/text/SB1572/id/662861
1022304,CA,SR51,Relative to a New Five-year National Offshore Oil and Gas Leasing Program on the Outer Continental Shelf,2017-07-13,S,Read. Adopted. (Ayes 26. Noes 7. Page 2127.),2017-07-20,https://legiscan.com/CA/text/SR51/id/1641794
1058885,CA,SR73,Relative to a new 5-year National Offshore Oil and Gas Leasing Program on the Outer Continental Shelf,2018-01-12,S,Read. Adopted. (Ayes 30. Noes 4. Page 4157.),2018-02-05,https://legiscan.com/CA/text/SR73/id/1720750
1076661,CA,AB1970,Low-carbon fuels: electric trucks and charging stations: zero-emission vans.,2018-01-31,A,"In committee: Set, first hearing. Hearing canceled at the request of author.",2018-06-20,https://legiscan.com/CA/text/AB1970/id/1800260
1592568,CA,SB1077,Coastal resources: Climate Ready Program: grants: nonnative and invasive plants: removal and restoration.,2022-02-15,S,April 4 hearing: Placed on APPR suspense file.,2022-04-04,https://legiscan.com/CA/text/SB1077/id/2555669
1457019,CA,SB624,Environmental Equity and Outdoor Access Act.,2021-02-18,S,August 26 hearing postponed by committee.,2021-08-26,https://legiscan.com/CA/text/SB624/id/2418715
1593760,CA,SB1173,Public retirement systems: fossil fuels: divestment.,2022-02-17,S,Set for hearing April 19.,2022-04-07,https://legiscan.com/CA/text/SB1173/id/2565867
1594531,CA,AB2700,Transportation electrification: electrical distribution grid upgrades.,2022-02-18,A,"From committee chair, with author's amendments: Amend, and re-refer to Com. on U. & E. Read second time and amended.",2022-04-07,https://legiscan.com/CA/text/AB2700/id/2566758
284320,CA,SB730,Claims against the state: appropriation.,2011-02-18,,"Chaptered by Secretary of State. Chapter 5, Statutes of 2012.",2012-02-29,https://legiscan.com/CA/text/SB730/id/593743
787703,CA,SCR83,International Year of Soils.,2015-07-16,S,"Chaptered by Secretary of State. Res. Chapter 163, Statutes of 2015.",2015-09-08,https://legiscan.com/CA/text/SCR83/id/1261316
581726,CA,SB866,"Water Quality, Supply, and Infrastructure Improvement",2014-01-09,S,In Senate. Consideration of Governor's item veto pending.,2014-08-14,https://legiscan.com/CA/text/SB866/id/1042185
809854,CA,AB1613,Budget Act of 2016.,2016-01-07,A,"Chaptered by Secretary of State - Chapter 370, Statutes of 2016.",2016-09-14,https://legiscan.com/CA/text/AB1613/id/1429328
741066,CA,AB1496,Methane emissions.,2015-02-27,A,"Chaptered by Secretary of State - Chapter 604, Statutes of 2015.",2015-10-08,https://legiscan.com/CA/text/AB1496/id/1265201
847997,CA,SB1030,Sonoma County Regional Climate Protection Authority.,2016-02-12,S,"Chaptered by Secretary of State. Chapter 151, Statutes of 2016.",2016-08-19,https://legiscan.com/CA/text/SB1030/id/1426305
1131886,CA,AB100,State government.,2018-12-03,A,"Chaptered by Secretary of State - Chapter 20, Statutes of 2020.",2020-06-29,https://legiscan.com/CA/text/AB100/id/2198357
1586986,CA,AB1902,Resource conservation: resource conservation districts.,2022-02-09,A,Re-referred to Com. on L. GOV.,2022-04-05,https://legiscan.com/CA/text/AB1902/id/2563146
1456785,CA,AB1087,Environmental Justice Community Resilience Hubs Program.,2021-02-18,A,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,2022-02-01,https://legiscan.com/CA/text/AB1087/id/2378922
1082919,CA,SB1013,Fluorinated refrigerants.,2018-02-06,S,"Chaptered by Secretary of State. Chapter 375, Statutes of 2018.",2018-09-13,https://legiscan.com/CA/text/SB1013/id/1819914
1092936,CA,SB1401,Climate change: climate adaptation information: clearinghouse.,2018-02-16,S,June 11 set for first hearing canceled at the request of author.,2018-06-11,https://legiscan.com/CA/text/SB1401/id/1735648
1060980,CA,SB901,Wildfires.,2018-01-16,S,"Chaptered by Secretary of State. Chapter 626, Statutes of 2018.",2018-09-21,https://legiscan.com/CA/text/SB901/id/1820716
966585,CA,SB563,Residential wood smoke.,2017-02-17,S,"Chaptered by Secretary of State. Chapter 671, Statutes of 2017.",2017-10-11,https://legiscan.com/CA/text/SB563/id/1652707
1385543,CA,AB66,Coastal resources: research: landslides and erosion: early warning system: County of San Diego.,2020-12-07,A,"Chaptered by Secretary of State - Chapter 456, Statutes of 2021.",2021-10-04,https://legiscan.com/CA/text/AB66/id/2435750
1514946,CA,SCR51,Sacramento Municipal Utility District: zero-carbon emissions goal.,2021-06-07,S,"Chaptered by Secretary of State. Res. Chapter 125, Statutes of 2021.",2021-09-10,https://legiscan.com/CA/text/SCR51/id/2432460
1073890,CA,AB1956,Fire prevention activities: local assistance grant program.,2018-01-29,A,"Chaptered by Secretary of State - Chapter 632, Statutes of 2018.",2018-09-21,https://legiscan.com/CA/text/AB1956/id/1820707
1592505,CA,AB2237,Transportation planning: regional transportation improvement plan: sustainable communities strategies: climate goals.,2022-02-16,A,"In committee: Set, first hearing. Hearing canceled at the request of author.",2022-04-07,https://legiscan.com/CA/text/AB2237/id/2554651
625400,CA,SB1396,School climate: multitiered intervention and support program.,2014-02-21,S,"Set, second hearing. Held under submission.",2014-08-14,https://legiscan.com/CA/text/SB1396/id/1014387
961582,CA,SB382,Pest control: mosquito abatement.,2017-02-14,S,Returned to Secretary of Senate pursuant to Joint Rule 56.,2018-02-01,https://legiscan.com/CA/text/SB382/id/1568153
1456947,CA,SB552,Drought planning: small water suppliers: nontransient noncommunity water systems.,2021-02-18,S,"Chaptered by Secretary of State. Chapter 245, Statutes of 2021.",2021-09-23,https://legiscan.com/CA/text/SB552/id/2434218
1132008,CA,AB56,Electricity: procurement by the California Alternative Energy and Advanced Transportation Financing Authority.,2018-12-03,A,In committee: Reconsideration granted.,2019-08-28,https://legiscan.com/CA/text/AB56/id/2045021
1394329,CA,SB108,State Healthy Food Access Policy.,2021-01-05,S,August 26 hearing: Held in committee and under submission.,2021-08-26,https://legiscan.com/CA/text/SB108/id/2401410
1593790,CA,SB1203,Zero net emissions of greenhouse gases: state agency operations.,2022-02-17,S,Set for hearing April 27.,2022-04-14,https://legiscan.com/CA/text/SB1203/id/2556716
741229,CA,AB1336,Greenhouse gases: Community Climate Improvement Program.,2015-02-27,A,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,2016-02-01,https://legiscan.com/CA/text/AB1336/id/1298295
1593588,CA,AB2438,Transportation funding: alignment with state plans and greenhouse gas emissions reduction standards.,2022-02-17,A,From committee: Do pass and re-refer to Com. on APPR. (Ayes 8. Noes 4.) (March 28). Re-referred to Com. on APPR.,2022-03-29,https://legiscan.com/CA/text/AB2438/id/2553623
1089262,CA,SB1145,Enhanced infrastructure financing districts: maintenance.,2018-02-14,S,"Chaptered by Secretary of State. Chapter 563, Statutes of 2018.",2018-09-19,https://legiscan.com/CA/text/SB1145/id/1820447
919302,CA,SB150,Regional transportation plans.,2017-01-18,S,"Chaptered by Secretary of State. Chapter 646, Statutes of 2017.",2017-10-10,https://legiscan.com/CA/text/SB150/id/1652331
1092468,CA,AB3160,Fire safety.,2018-02-16,A,"From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on N.R. & W.",2018-08-09,https://legiscan.com/CA/text/AB3160/id/1815701
620428,CA,SB1013,"Clean, Safe, and Reliable Drinking Water Supply Act of 2014.",2014-02-13,S,From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS.,2014-08-07,https://legiscan.com/CA/text/SB1013/id/1041736
967609,CA,AB1668,Water management planning.,2017-02-17,A,"Chaptered by Secretary of State - Chapter 15, Statutes of 2018.",2018-05-31,https://legiscan.com/CA/text/AB1668/id/1804293
1459082,CA,AB1531,Public resources.,2021-02-19,A,"In committee: Set, first hearing. Hearing canceled at the request of author.",2021-08-19,https://legiscan.com/CA/text/AB1531/id/2424939
1255612,CA,SCR43,Compost Awareness Week.,2019-04-30,S,"Chaptered by Secretary of State. Res. Chapter 109, Statutes of 2019.",2019-07-09,https://legiscan.com/CA/text/SCR43/id/2045639
491261,CA,AB270,Public utilities: ratepayer-funded energy efficiency assistance.,2013-02-07,A,"Chaptered by Secretary of State - Chapter 610, Statutes of 2013.",2013-10-07,https://legiscan.com/CA/text/AB270/id/895298
398335,CA,AB1669,Groundwater: Nitrate at Risk Area Fund.,2012-02-14,,"In committee: Set, second hearing. Held under submission.",2012-05-25,https://legiscan.com/CA/text/AB1669/id/637269
273295,CA,AB523,Ethanol: Alternative and Renewable Fuel and Vehicle,2011-02-15,,"Chaptered by Secretary of State - Chapter 183, Statutes of 2012.",2012-08-27,https://legiscan.com/CA/text/AB523/id/662421
967146,CA,SB606,Water management planning.,2017-02-17,S,"Chaptered by Secretary of State. Chapter 14, Statutes of 2018.",2018-05-31,https://legiscan.com/CA/text/SB606/id/1804395
809874,CA,AB1629,Public resources: greenhouse emissions and biomass.,2016-01-07,A,From Senate committee without further action.,2016-11-30,https://legiscan.com/CA/text/AB1629/id/1427763
1347784,CA,SB1323,Carbon sequestration: state goals: natural and working lands: registry of projects.,2020-02-21,S,Referral to Com. on N.R. & W. rescinded due to the shortened 2020 Legislative Calendar.,2020-05-12,https://legiscan.com/CA/text/SB1323/id/2147418
1215563,CA,SB560,Wildfire mitigation plans: deenergizing of electrical lines: notifications: mobile telephony service providers.,2019-02-22,S,"Chaptered by Secretary of State. Chapter 410, Statutes of 2019.",2019-10-02,https://legiscan.com/CA/text/SB560/id/2055668
1438433,CA,AB416,California Deforestation-Free Procurement Act: public works projects: wood and wood products.,2021-02-04,A,Consideration of Governor's veto stricken from file.,2022-02-03,https://legiscan.com/CA/text/AB416/id/2432765
966995,CA,SB801,Aliso Canyon natural gas storage facility: electrical grid data: electricity demand reduction and response: energy storage solutions.,2017-02-17,S,"Chaptered by Secretary of State. Chapter 814, Statutes of 2017.",2017-10-14,https://legiscan.com/CA/text/SB801/id/1653077
227830,CA,AB146,State Air Resources Board: membership.,2011-01-13,,"Chaptered by Secretary of State - Chapter 522, Statutes of 2012.",2012-09-25,https://legiscan.com/CA/text/AB146/id/664539
908672,CA,SB100,California Renewables Portfolio Standard Program: emissions of greenhouse gases.,2017-01-11,S,"Chaptered by Secretary of State. Chapter 312, Statutes of 2018.",2018-09-10,https://legiscan.com/CA/text/SB100/id/1819458
1336658,CA,AB2167,Residential property insurance: high fire risk areas: study.,2020-02-11,A,Ordered to inactive file by unanimous consent.,2020-09-01,https://legiscan.com/CA/text/AB2167/id/2205648
71406,CA,AB2575,Resources: watersheds.,2010-02-19,,Vetoed by Governor.,2010-09-30,https://legiscan.com/CA/text/AB2575/id/59751
1456707,CA,AB1009,Farm to Community Food Hub Program.,2021-02-18,A,"Chaptered by Secretary of State - Chapter 608, Statutes of 2021.",2021-10-07,https://legiscan.com/CA/text/AB1009/id/2436333
967246,CA,AB1281,State parks: climate change: study.,2017-02-17,A,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,2018-02-01,https://legiscan.com/CA/text/AB1281/id/1580800
905893,CA,AB109,Budget Act of 2017.,2017-01-10,A,"Chaptered by Secretary of State - Chapter 249, Statutes of 2017.",2017-09-16,https://legiscan.com/CA/text/AB109/id/1649456
1585806,CA,AB1845,Metropolitan Water District of Southern California: alternative project delivery methods.,2022-02-08,A,"Re-referred to Com. on W.,P., & W.",2022-04-05,https://legiscan.com/CA/text/AB1845/id/2563120
1345845,CA,SB1183,Electric vehicle charging master plan.,2020-02-20,S,Referral to Com. on TRANS. rescinded due to the shortened 2020 Legislative Calendar.,2020-05-12,https://legiscan.com/CA/text/SB1183/id/2177119
1133618,CA,AB144,Public resources management: organic waste.,2018-12-13,A,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,2020-02-03,https://legiscan.com/CA/text/AB144/id/1979683
1092686,CA,AB2878,Local control and accountability plans: annual goals: state priorities: family engagement.,2018-02-16,A,"Chaptered by Secretary of State - Chapter 826, Statutes of 2018.",2018-09-27,https://legiscan.com/CA/text/AB2878/id/1821678
1092841,CA,SB1440,Energy: biomethane: biomethane procurement.,2018-02-16,S,"Chaptered by Secretary of State. Chapter 739, Statutes of 2018.",2018-09-23,https://legiscan.com/CA/text/SB1440/id/1821051
1456990,CA,SB595,Climate change adaptation: workforce development retraining.,2021-02-18,S,Returned to Secretary of Senate pursuant to Joint Rule 56.,2022-02-01,https://legiscan.com/CA/text/SB595/id/2300139
1131879,CA,AB40,Air Quality Improvement Program: Clean Vehicle Rebate Project.,2018-12-03,A,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,2020-02-03,https://legiscan.com/CA/text/AB40/id/2084330
1303157,CA,AB1922,Pupil instruction: science requirements: climate change.,2020-01-13,A,Referred to Com. on ED.,2020-01-23,https://legiscan.com/CA/text/AB1922/id/2092093
1458770,CA,AB1218,Zero-emission new passenger vehicle and light-duty truck goals.,2021-02-19,A,Died on third reading file.,2022-02-01,https://legiscan.com/CA/text/AB1218/id/2467201
1458996,CA,AB1445,Planning and zoning: regional housing need allocation: climate change impacts.,2021-02-19,A,In Senate. Read first time. To Com. on RLS. for assignment.,2022-02-01,https://legiscan.com/CA/text/AB1445/id/2463914
1092761,CA,SB1380,Climate adaptation information clearinghouse.,2018-02-16,S,May 25 hearing: Held in committee and under submission.,2018-05-25,https://legiscan.com/CA/text/SB1380/id/1785736
61085,CA,AB1217,Ocean Protection Council: sustainable seafood.,2009-02-27,,"Chaptered by Secretary of State - Chapter 279, Statutes of 2009.",2009-10-11,https://legiscan.com/CA/text/AB1217/id/62200
1199666,CA,SB253,Cannella Environmental Farming Act of 1995: Environmental Farming Incentive Program.,2019-02-11,S,August 30 hearing: Held in committee and under submission.,2019-08-30,https://legiscan.com/CA/text/SB253/id/2048954
1177553,CA,AB281,Transmission and distribution lines: undergrounding and fire hardening.,2019-01-28,A,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,2020-02-03,https://legiscan.com/CA/text/AB281/id/1999312
967601,CA,AB1667,Water management planning.,2017-02-17,A,"In committee: Set, first hearing. Testimony taken.",2017-07-11,https://legiscan.com/CA/text/AB1667/id/1638924
1385410,CA,AB50,Climate change: Climate Adaptation Center and Regional Support Network: sea level rise.,2020-12-07,A,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,2022-02-01,https://legiscan.com/CA/text/AB50/id/2218804
1385551,CA,SB44,California Environmental Quality Act: streamlined judicial review: environmental leadership transit projects.,2020-12-07,S,"Chaptered by Secretary of State. Chapter 633, Statutes of 2021.",2021-10-07,https://legiscan.com/CA/text/SB44/id/2436321
809772,CA,SB859,Public resources: greenhouse gas emissions and biomass.,2016-01-07,S,"Chaptered by Secretary of State. Chapter 368, Statutes of 2016.",2016-09-14,https://legiscan.com/CA/text/SB859/id/1429304
1593792,CA,SB1205,Water rights: appropriation.,2022-02-17,S,Set for hearing April 19.,2022-03-25,https://legiscan.com/CA/text/SB1205/id/2551720
1125766,CA,SR125,Relative to Super Pollutant Reduction Week,2018-08-28,S,Read. Adopted. (Ayes 35. Noes 0. Page 6035.),2018-08-30,https://legiscan.com/CA/text/SR125/id/1819216
